,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,num_humfrey_iters,decimation_factor,comments,proposed_endpoints
0,1,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.31,good,"[[127622 180948  21828]
 [127885 168277  22143]
 [145842 168939  22015]]"
1,2,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.36444444444444400,good,"[[127620 180944  21828]
 [127827 168525  22170]
 [145842 168939  22015]]"
2,3,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.41888888888888900,good,"[[127618 180942  21828]
 [127827 168525  22170]
 [145842 168939  22015]]"
3,4,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.47333333333333300,good,"[[127618 180942  21828]
 [127827 168525  22170]
 [145834 168939  22015]]"
4,5,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.5277777777777780,good,"[[127618 180942  21828]
 [127827 168525  22170]
 [145834 168939  22015]]"
5,6,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.5822222222222220,good,"[[127618 180942  21828]
 [127840 168500  22171]
 [145826 168939  22017]]"
6,7,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.6366666666666670,good,"[[127618 180942  21828]
 [127827 168504  22170]
 [145834 168939  22015]]"
7,8,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.6911111111111110,good,"[[127617 180946  21828]
 [127827 168504  22170]
 [145834 168939  22015]]"
8,9,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.7455555555555560,good,"[[127617 180946  21828]
 [127827 168504  22170]
 [145834 168939  22015]]"
9,10,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,0,0.8,good,"[[127617 180946  21828]
 [127827 168504  22170]
 [145834 168939  22015]]"
10,11,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.31,good,"[[127624 180940  21828]
 [127849 168286  22143]
 [145852 168935  22017]]"
11,12,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.36444444444444400,good,"[[127624 180940  21828]
 [127859 168291  22143]
 [145852 168935  22017]]"
12,13,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.41888888888888900,good,"[[127624 180940  21828]
 [127859 168291  22143]
 [145852 168935  22017]]"
13,14,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.47333333333333300,good,"[[127624 180940  21828]
 [127859 168291  22143]
 [145838 168946  22018]]"
14,15,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.5277777777777780,good,"[[127623 180939  21828]
 [127837 168509  22170]
 [145838 168946  22018]]"
15,16,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.5822222222222220,good,"[[127623 180939  21828]
 [127837 168509  22170]
 [145838 168946  22018]]"
16,17,1.0,1.0,1.0,864691135489218668,3,"[[127745 180987  21829]
 [127799 168227  22142]
 [145826 168883  22019]]",5200,25,0.6366666666666670,good,"[[127623 180939  21828]
 [127835 168510  22170]
 [145838 168946  22018]]"
