,run,precision,recall,f1,seg_id,num_endpoints,endpoints,invalidation_d,num_bilaplacian_iters,decimation_factor,comments,proposed_endpoints
0,1,1.0,1.0,1.0,864691135909994000,2,"[[402584 228856  23991]
 [402985 229235  23554]]",5800,70,0.6,good,"[[402977 229238  23552]
 [402560 228774  23990]]"
1,1,1.0,1.0,1.0,864691135247440303,3,"[[401612 224623  23991]
 [405257 226318  23620]
 [409162 219642  23891]]",5800,70,0.6,good,"[[401518 224650  23989]
 [405025 226749  23620]
 [409142 219359  23868]]"
2,1,1.0,1.0,1.0,864691135314714227,2,"[[397867 232230  23999]
 [397854 232252  23997]]",5800,70,0.6,good,"[[397937 232024  24000]
 [397819 232380  23996]]"
3,1,1.0,1.0,1.0,864691135552841025,2,"[[403332 227545  24398]
 [403566 227614  24425]]",5800,70,0.6,good,"[[403107 227471  24423]
 [403714 227758  24417]]"
4,1,0.0,0.0,,864691135516937065,2,"[[ 77262 113088  20442]
 [ 79178 109116  20402]]",5800,70,0.6,good,"[[ 77953 112098  20405]
 [ 79745 109341  20411]]"
5,1,0.0,0.0,,864691134406233920,2,"[[100475 143982  21654]
 [100583 144194  21702]]",5800,70,0.6,good,"[[100772 144820  21653]
 [100997 144064  21666]]"
6,1,1.0,1.0,1.0,864691134330810585,2,"[[ 71898 146194  20442]
 [ 71499 146291  20404]]",5800,70,0.6,good,"[[ 71930 146126  20441]
 [ 71408 146304  20403]]"
7,1,0.6666666666666666,0.4,0.5,864691135337564242,5,"[[ 78610 145071  20707]
 [ 75884 143590  20453]
 [ 78226 151636  19714]
 [ 66549 151567  19790]
 [ 78090 150130  20388]]",5800,70,0.6,good,"[[ 75808 143429  20454]
 [ 78646 145004  20707]
 [ 77500 146666  20454]]"
8,1,0.2,0.5,0.28571428571428575,864691135920135864,2,"[[ 77575 107807  21133]
 [ 77000  99565  21215]]",5800,70,0.6,good,"[[ 77952 100682  21237]
 [ 77338 106419  21250]
 [ 77295 107823  21215]
 [ 76782  99744  21203]
 [ 77358 106374  21254]]"
9,1,0.5,0.3333333333333333,0.4,864691135730780609,3,"[[ 79785 135709  21133]
 [ 84176 127514  21582]
 [ 80523 134733  21498]]",5800,70,0.6,good,"[[ 84350 127341  21582]
 [ 81330 134616  21453]]"
10,1,0.0,0.0,,864691135651129491,2,"[[ 81198 106660  21133]
 [ 88864  99498  20482]]",5800,70,0.6,good,"[[ 88704  99704  20555]
 [ 80892 106264  21181]]"
11,1,1.0,1.0,1.0,864691133692934758,2,"[[ 77826 139204  21137]
 [ 77790 139215  21140]]",5800,70,0.6,good,"[[ 77688 139177  21138]
 [ 77895 139188  21134]]"
12,1,1.0,1.0,1.0,864691133097965890,2,"[[ 79165 133413  20708]
 [ 79077 133479  20677]]",5800,70,0.6,good,"[[ 79138 133379  20707]
 [ 79057 133515  20676]]"
13,1,0.0,0.0,,864691134918217423,2,"[[ 75409 116393  21135]
 [ 74841 116076  21217]]",5800,70,0.6,good,"[[ 75836 115971  21152]
 [ 74960 116577  21179]]"
14,1,1.0,1.0,1.0,864691133712131152,2,"[[ 84508 142994  20724]
 [ 84551 142973  20722]]",5800,70,0.6,good,"[[ 84414 143058  20722]
 [ 84679 142910  20722]]"
15,1,1.0,1.0,1.0,864691135559405139,2,"[[212020 200330  23231]
 [212535 200478  23228]]",5800,70,0.6,good,"[[211996 200318  23231]
 [212509 200469  23225]]"
16,1,0.3333333333333333,0.5,0.4,864691135537360703,2,"[[167695 211664  20725]
 [145921 225039  22976]]",5800,70,0.6,good,"[[145750 225129  22968]
 [152737 222044  22419]
 [166668 211490  20783]]"
17,1,0.5,0.5,0.5,864691134472630080,2,"[[351150 143681  15176]
 [348147 144970  14850]]",5800,70,0.6,good,"[[348703 145219  14892]
 [351106 143486  15148]]"
18,1,0.0,0.0,0.0,864691133678427777,2,"[[344600 142349  16939]
 [344592 142335  16937]]",5800,70,0.6,good,nan
19,1,1.0,1.0,1.0,864691133922173572,2,"[[365649 143596  17209]
 [365939 143556  17266]]",5800,70,0.6,good,"[[366016 143555  17266]
 [365766 143566  17210]]"
20,1,1.0,1.0,1.0,864691134865499607,2,"[[366719 138890  16417]
 [367885 138975  16518]]",5800,70,0.6,good,"[[368165 139331  16507]
 [366632 138910  16417]]"
21,1,0.5,0.5,0.5,864691134742288112,2,"[[353411 147608  15177]
 [352169 149000  14848]]",5800,70,0.6,good,"[[353878 147298  15172]
 [352090 148745  14850]]"
22,1,0.5,0.3333333333333333,0.4,864691135105077237,3,"[[366292 145971  16282]
 [365559 146710  16237]
 [366729 146323  16252]]",5800,70,0.6,good,"[[365939 146918  16264]
 [366867 146432  16252]]"
23,1,0.0,0.0,0.0,864691133766052845,2,"[[364450 138585  16225]
 [364459 138583  16224]]",5800,70,0.6,good,nan
24,1,0.5,0.5,0.5,864691135106856437,2,"[[368040 143694  16594]
 [369126 143559  16661]]",5800,70,0.6,good,"[[369874 143426  16636]
 [367735 143718  16594]]"
25,1,0.3333333333333333,0.5,0.4,864691135701215880,2,"[[101795 247367  19549]
 [ 97049 240061  20592]]",5800,70,0.6,good,"[[100801 246981  19668]
 [ 96730 239722  20487]
 [101820 247352  19548]]"
26,1,1.0,1.0,1.0,864691134282775283,2,"[[ 92574 255351  20402]
 [ 92241 255519  20432]]",5800,70,0.6,good,"[[ 92556 255396  20410]
 [ 92122 255546  20430]]"
27,1,1.0,1.0,1.0,864691135467651075,2,"[[114532 262237  21456]
 [117327 266080  21565]]",5800,70,0.6,good,"[[114471 262083  21455]
 [117313 266069  21565]]"
28,1,0.0,0.0,,864691135496889954,2,"[[121332 261988  21081]
 [124363 266598  21292]]",5800,70,0.6,good,"[[124449 265941  21073]
 [122001 262273  21072]]"
29,1,1.0,1.0,1.0,864691135418167764,2,"[[124076 245911  20653]
 [131332 245544  20993]]",5800,70,0.6,good,"[[124071 245900  20654]
 [131422 245565  20987]]"
30,1,0.5,0.5,0.5,864691135091308176,2,"[[ 91990 254558  18886]
 [ 89162 254502  18809]]",5800,70,0.6,good,"[[ 91387 254824  18866]
 [ 88949 254478  18809]]"
31,1,0.5,0.3333333333333333,0.4,864691136086187907,3,"[[ 91998 257005  18030]
 [ 92047 257166  17971]
 [ 95465 260435  18180]]",5800,70,0.6,good,"[[ 95415 260432  18165]
 [ 91496 257224  17983]]"
32,1,0.5,0.5,0.5,864691135452288336,2,"[[103494 249888  18886]
 [ 95051 235495  18680]]",5800,70,0.6,good,"[[ 95060 235463  18677]
 [104945 249649  18777]]"
33,1,0.5714285714285714,0.8,0.6666666666666666,864691135770899279,5,"[[ 89795 241829  19735]
 [ 92006 236451  19553]
 [ 83827 237824  19706]
 [ 83818 240029  19685]
 [ 79493 232299  19806]]",5800,70,0.6,good,"[[ 91390 237257  19602]
 [ 84514 237914  20181]
 [ 90037 241894  19761]
 [ 85774 238147  19950]
 [ 79459 232244  19811]
 [ 83802 237810  19704]
 [ 83789 240147  19677]]"
34,1,0.5,0.5,0.5,864691135086426256,2,"[[ 92375 244828  19552]
 [ 89922 247651  20068]]",5800,70,0.6,good,"[[ 91398 245110  19623]
 [ 89919 247642  20066]]"
35,1,0.6,0.8571428571428571,0.7058823529411764,864691136339366110,7,"[[ 99421 237973  18886]
 [118801 231687  18346]
 [ 99834 231257  18886]
 [ 83955 228517  18160]
 [101885 213030  17722]
 [ 95893 197762  16390]
 [ 83218 198424  17497]]",5800,70,0.6,good,"[[ 86653 199113  17491]
 [100093 231155  18875]
 [118860 231611  18350]
 [ 87432 205795  17760]
 [101902 213034  17719]
 [ 89450 212815  17892]
 [ 83100 198317  17496]
 [ 99222 237980  18852]
 [ 94622 223291  18433]
 [ 83949 228478  18160]]"
36,1,0.4,0.6666666666666666,0.5,864691135465651024,3,"[[103084 242200  18886]
 [110692 237219  18434]
 [111502 242338  18430]]",5800,70,0.6,good,"[[104098 241617  18839]
 [102947 242238  18886]
 [103982 241536  18820]
 [110619 237027  18446]
 [111350 241836  18378]]"
37,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,864691135445716048,3,"[[101395 241109  18886]
 [ 95743 240134  17874]
 [ 88413 241445  18707]]",5800,70,0.6,good,"[[100053 242692  18586]
 [101409 241088  18886]
 [ 99872 242486  18531]
 [ 92705 240799  18069]
 [ 94258 240172  18087]
 [ 88277 241198  18693]]"
